% 1. Title: RAM
%
@RELATION RAM
@ATTRIBUTE value NUMERIC

@DATA
7541071872
7648628736
7647637504
7526731776
7675293696
7692173312
7694409728
7688327168
7705661440
7705423872
7788646400
7781580800
7735926784
7642468352
7655632896
7641616384
7634890752
7637938176
7639248896
7641026560
7637872640
7640571904
7639773184
7644221440
7649099776
7656173568
7654813696
7790088192
7812947968
7817060352
7775375360
7753453568
7754637312
7722360832
7723757568
7723360256
7721844736
7723622400
7725080576
7726354432
7723757568
7717879808
7716765696
7714205696
7713488896
6731997184
6729793536
6730182656
6738604032
6735724544
6746316800
6760443904
6760218624
6757314560
6772572160
6772457472
6773452800
6778654720
6776987648
6786310144
6951755776
6948458496
6932676608
6908112896
6892249088
6893703168
6904553472
6906511360
6906257408
6905061376
6899568640
6898470912
6896209920
6896541696
6907633664
7046049792
7014567936
7004725248
6995918848
6994493440
6997561344
6999592960
6998212608
7138226176
7131852800
7138336768
7138586624
7141339136
7139028992
7140753408
7136428032
7136342016
7142846464
7147048960
7131164672
7258099712
7211110400
7185166336
7200051200
7389908992
7382642688
7391674368
7326486528
7291879424
7231221760
7184072704
7292100608
7209558016
7226392576
7145558016
7132876800
7139741696
7136157696
7141445632
7146663936
7146184704
